Course,Year,Paper,Rater,Question,Marks,MATH,PRAC-A,PRAC-C,PRAC-Prop,Notes
SQA AH,2015,,Rachel,13b,4,A3,,,,iii
SQA AH,2015,,Rachel,14,4,A3,,,,iii
SQA AH,2015,,Rachel,15a,2,A3,,,,iii
SQA AH,2015,,Rachel,15b,4,A3,,,,iii
SQA AH,2015,,Rachel,15c,4,A3,,,,iii
SQA AH,2015,,Rachel,16,10,A3,,,,iii
SQA AH,2015,,Rachel,17,9,A3,,,,iii
SQA AH,2015,,Rachel,18a,2,B2,,,,i
SQA AH,2015,,Rachel,18b,4,A3,,,,iii
SQA AH,2015,,Rachel,18c,2,A3,,,,iii
SQA AH,2015,,Rachel,18d,3,A3,,,,iii
SQA AH,2014,,Rachel,1a,3,A3,,,,iii
SQA AH,2014,,Rachel,1b,3,A3,,,,iii
SQA AH,2014,,Rachel,2,5,A3,,,,iii
SQA AH,2014,,Rachel,3,6,A3,,,,iii
SQA AH,2014,,Rachel,4,3,A3,,,,iii
SQA AH,2014,,Rachel,5(i),3,A3,,,,iii
SQA AH,2014,,Rachel,5(ii),1,B1,,,,i
SQA AH,2014,,Rachel,6,3,B1,,,,iv
SQA AH,2014,,Rachel,7,4,C1,,,,i
SQA AH,2014,,Rachel,8,6,A3,,,,iii
SQA AH,2014,,Rachel,9,6,A3,,,,iii
SQA AH,2014,,Rachel,10,5,A3,,,,iii
SQA AH,2014,,Rachel,11a,4,B1,,,,i
SQA AH,2014,,Rachel,11b,1,B1,,,,
SQA AH,2014,,Rachel,11c,1,B1,,,,i
SQA AH,2014,,Rachel,12,6,A3,,,,iii
SQA AH,2014,,Rachel,13,10,B2,,,,i
SQA AH,2014,,Rachel,14a,4,A3,,,,iii
SQA AH,2014,,Rachel,14b,6,A3,,,,iii
SQA AH,2014,,Rachel,15a,4,A3,,,,iii
SQA AH,2014,,Rachel,15b,4,A3,,,,iii
SQA AH,2014,,Rachel,15c,2,A3,,,,ii
SQA AH,2014,,Rachel,16a,3,A3,,,,iii
SQA AH,2014,,Rachel,16b,2,A3,,,,iii
SQA AH,2014,,Rachel,16c,1,B1,,,,i
SQA AH,2014,,Rachel,16d,2,B1,,,,v
SQA AH,2014,,Rachel,16e,2,A3,,,,iii
SQA AH,2013,,Rachel,1,4,A3,,,,iii
SQA AH,2013,,Rachel,2,3,A3,,,,iii
SQA AH,2013,,Rachel,3a,1,A3,,,,iii
SQA AH,2013,,Rachel,3b,2,A3,,,,ii
SQA AH,2013,,Rachel,3c,2,A3,,,,ii
SQA AH,2013,,Rachel,4a,2,A3,,,,iii
SQA AH,2013,,Rachel,4b,3,A3,,,,iii
SQA AH,2013,,Rachel,5,4,A3,,,,iii
SQA AH,2013,,Rachel,6,4,A3,,,,iii
SQA AH,2013,,Rachel,7,4,A3,,,,iii
SQA AH,2013,,Rachel,8,5,A3,,,,iii
SQA AH,2013,,Rachel,9,6,C1,,,,i
SQA AH,2013,,Rachel,10a,2,B1,,,,i
SQA AH,2013,,Rachel,10b,3,B1,,,,i
SQA AH,2013,,Rachel,11,6,A3,,,,iii
SQA AH,2013,,Rachel,12a,2,B2,,,,iii
SQA AH,2013,,Rachel,12b,2,C2,,,,iv
SQA AH,2013,,Rachel,13a,2,B1,,,,i
SQA AH,2013,,Rachel,13b,1,A2,,,,i
SQA AH,2013,,Rachel,13c,2,B1,,,,i
SQA AH,2013,,Rachel,14,11,A3,,,,iii
SQA AH,2013,,Rachel,15a,4,A3,,,,iii
SQA AH,2013,,Rachel,15b,2,A3,,,,iii
SQA AH,2013,,Rachel,15c,3,A3,,,,ii
SQA AH,2013,,Rachel,16,10,A3,,,,i
SQA AH,2013,,Rachel,17i,7,B1,,,,iv
SQA AH,2013,,Rachel,17ii,3,A3,,,,
TMUA,2017,P1,Group,1,1,A3,3,0,0,Note we are taking Gilby's creativity score for the lowest % creative solution
TMUA,2017,P1,Group,2,1,A3,2.5,0,0,
TMUA,2017,P1,Group,3,1,B1,4,0.5,0.111111111,
TMUA,2017,P1,Group,4,1,A3,2.5,0.5,0.166666667,
TMUA,2017,P1,Group,5,1,B1,3,2.5,0.454545455,
TMUA,2017,P1,Group,6,1,B2,2,0.5,0.2,
TMUA,2017,P1,Group,7,1,B1,3,1,0.25,
TMUA,2017,P1,Group,8,1,B1,2,1,0.333333333,
TMUA,2017,P1,Group,9,1,B1,2.5,1,0.285714286,
TMUA,2017,P1,Group,10,1,A3,2,1.5,0.428571429,
TMUA,2017,P1,Group,11,1,A3,2,0,0,
TMUA,2017,P1,Group,12,1,C2,0.5,2.5,0.833333333,
TMUA,2017,P1,Group,13,1,A3,1.5,0.5,0.25,
TMUA,2017,P1,Group,14,1,B1,2,0.5,0.2,
TMUA,2017,P1,Group,15,1,B1,1.5,1,0.4,
TMUA,2017,P1,Group,16,1,B1,3,0.5,0.142857143,
TMUA,2017,P1,Group,17,1,B2,2.5,1.5,0.375,
TMUA,2017,P1,Group,18,1,B1,1,1,0.5,
TMUA,2017,P1,Group,19,1,B1,1.5,1.5,0.5,
TMUA,2017,P1,Group,20,1,B1,3,3,0.5,
TMUA,2017,P2,Group,1,1,A3,1.5,0,0,
TMUA,2017,P2,Group,2,1,B1,2,0.5,0.2,
TMUA,2017,P2,Group,3,1,A3,2,0,0,
TMUA,2017,P2,Group,4,1,C1,1,0.5,0.333333333,
TMUA,2017,P2,Group,5,1,C1,0.5,1.5,0.75,
TMUA,2017,P2,Group,6,1,A3,1.5,0.5,0.25,
TMUA,2017,P2,Group,7,1,B1,0.5,1,0.666666667,
TMUA,2017,P2,Group,8,1,A3,3,1,0.25,
TMUA,2017,P2,Group,9,1,C1,1,1.5,0.6,
TMUA,2017,P2,Group,10,1,C1,0.5,2.5,0.833333333,
TMUA,2017,P2,Group,11,1,B1,1,1,0.5,
TMUA,2017,P2,Group,12,1,B1,1.5,1,0.4,
TMUA,2017,P2,Group,13,1,C2,0.5,1.5,0.75,
TMUA,2017,P2,Group,14,1,B1,1,1.5,0.6,
TMUA,2017,P2,Group,15,1,A3,2,0,0,
TMUA,2017,P2,Group,16,1,A2,1,1,0.5,
TMUA,2017,P2,Group,17,1,C2,1.5,0.5,0.25,
TMUA,2017,P2,Group,18,1,C1,1,1,0.5,
TMUA,2017,P2,Group,19,1,C1,1.5,2,0.571428571,
TMUA,2017,P2,Group,20,1,C2,0,2,1,
DiagTest,2018,NA,Group,1,5,A3,3,0,0,
DiagTest,2018,NA,Group,2,5,B1,1.5,0.5,0.25,
DiagTest,2018,NA,Group,3a,2,A3,1,0,0,
DiagTest,2018,NA,Group,3b,1,A2,0.5,0,0,
DiagTest,2018,NA,Group,3c,2,A2,0.5,0,0,
DiagTest,2018,NA,Group,4,5,A3,1.5,0,0,
DiagTest,2018,NA,Group,5,5,A3,1.5,0,0,
DiagTest,2018,NA,Group,6,5,B1,1,0,0,
DiagTest,2018,NA,Group,7,5,B1,2,1,0.333333333,
DiagTest,2018,NA,Group,8,5,A3,1.5,0,0,
DiagTest,2018,NA,Group,9,5,B1,3,1,0.25,
DiagTest,2018,NA,Group,10,5,C2,3,0.5,0.142857143,
DiagTest,2018,NA,Group,11a,2,A3,0.5,0.5,0.5,
DiagTest,2018,NA,Group,11b,3,C2,0,1,1,
DiagTest,2018,NA,Group,12,5,A3,1,0,0,
DiagTest,2018,NA,Group,13,5,A3,2,0,0,
DiagTest,2018,NA,Group,14a,2,B1,1.5,0,0,
DiagTest,2018,NA,Group,14b,3,B1,1,0,0,
DiagTest,2018,NA,Group,15,5,A3,2,0,0,
DiagTest,2018,NA,Group,16,5,A3,1,0,0,
DiagTest,2018,NA,Group,17,5,A3,1,0,0,
DiagTest,2018,NA,Group,18,5,A3,1.5,0,0,
DiagTest,2018,NA,Group,19,5,B1,1.5,0.5,0.25,
DiagTest,2018,NA,Group,20,5,B2,3,0.5,0.142857143,
A-Level,2014,FP3,Ying,1(a),2,A3,,,,RUOP
A-Level,2014,FP3,Ying,1(b),4,A3,,,,RUOP
A-Level,2014,FP3,Ying,1(c),2,A3,,,,RUOP
A-Level,2014,FP3,Ying,2(a),2,A2,,,,Decide if a simple definition is satisfied
A-Level,2014,FP3,Ying,2(b),5,A3,,,,RUOP
A-Level,2014,FP3,Ying,2(c),2,A3,,,,RUOP
A-Level,2014,FP3,Ying,2(d),4,A3,,,,Transformation of information 
A-Level,2014,FP3,Ying,3(a),4,A3,,,,RUOP
A-Level,2014,FP3,Ying,3(b),4,A3,,,,RUOP
A-Level,2014,FP3,Ying,4(a),3,B1,,,,Recognising the applicability of a generic forumula for an unusual situation 
A-Level,2014,FP3,Ying,4(b),4,A3,,,,RUOP
A-Level,2014,FP3,Ying,5,4,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2014,FP3,Ying,6(A),4,A3,,,,Simple Calculation 
A-Level,2014,FP3,Ying,6(b),1,A2,,,,Ability to substitute into a formula 
A-Level,2014,FP3,Ying,6(c),5,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2014,FP3,Ying,7(a),3,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2014,FP3,Ying,7(b),5,A3,,,,Ability to substitute into a formula 
A-Level,2014,FP3,Ying,7(c),1,C1,,,, Recognizing what properties of the question allow assumptions that justify the final resultto hold
A-Level,2014,FP3,Ying,8(a),4,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2014,FP3,Ying,8(b),3,A3,,,,RUOP
A-Level,2014,FP3,Ying,8(c),1,C1,,,, Recognizing what properties of the question allow assumptions that justify the final resultto hold
A-Level,2014,FP3,Ying,9(a),5,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2014,FP3,Ying,9(b),3,A3,,,,RUOP
A-Level,2015,FP3,Ying,1,6,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2015,FP3,Ying,2,5,A3,,,,RUOP
A-Level,2015,FP3,Ying,3(a),5,A3,,,,RUOP
A-Level,2015,FP3,Ying,3(b),5,A3,,,,RUOP
A-Level,2015,FP3,Ying,3(c),2,A3,,,,RUOP
A-Level,2015,FP3,Ying,4(a),3,B2,,,,Extrapolation of know procedures to new situations
A-Level,2015,FP3,Ying,4(b),4,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2015,FP3,Ying,5(a),2,A3,,,,RUOP
A-Level,2015,FP3,Ying,5(b),2,A3,,,,RUOP
A-Level,2015,FP3,Ying,5(c),4,A3,,,,RUOp
A-Level,2015,FP3,Ying,5(d),2,A2,,,,Ability to substitute into a formula 
A-Level,2015,FP3,Ying,6(a),1,A3,,,,RUOP
A-Level,2015,FP3,Ying,6(b),3,A3,,,,RUOp
A-Level,2015,FP3,Ying,6(c),3,B2,,,, Extrapolation of known procedures to new situations
A-Level,2015,FP3,Ying,6(d),3,C1,,,,Recognizing what properties of the question allow assumptions that justify the final resultto hold
A-Level,2015,FP3,Ying,7(a),4,B2,,,,proving an unseen theorem that goes beyond the use of procedure
A-Level,2015,FP3,Ying,7(b),4,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2015,FP3,Ying,7(c),3,B1,,,,Framing a mathematical argument from an outline of the method. 
A-Level,2015,FP3,Ying,8(a)(i),4,A3,,,,RUOP
A-Level,2015,FP3,Ying,8(b),4,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2015,FP3,Ying,8(c),6,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2016,FP3,Ying,1,4,B1,,,,Decide if a conceptualdefinition is satisfied
A-Level,2016,FP3,Ying,2,7,A3,,,,RUOp
A-Level,2016,FP3,Ying,3(a),3,B2,,,,proving an unseen theorem that goes beyond the use of procedure
A-Level,2016,FP3,Ying,3(b),5,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2016,FP3,Ying,4(i),5,B2,,,,Extrapolation of know procedures to new situations
A-Level,2016,FP3,Ying,4(ii)(a),3,A3,,,,RUOP
A-Level,2016,FP3,Ying,4(ii)(b),4,B1,,,,Framing a mathematical argument from an outline of the method. 
A-Level,2016,FP3,Ying,5(a),5,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2016,FP3,Ying,5(b),6,A3,,,,RUOP
A-Level,2016,FP3,Ying,6(a),3,A3,,,,RUOP
A-Level,2016,FP3,Ying,6(b),3,A3,,,,RUOP
A-Level,2016,FP3,Ying,6(c),2,A3,,,,RUOP
A-Level,2016,FP3,Ying,6(d),3,A3,,,,RUOP
A-Level,2016,FP3,Ying,7(a),3,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2016,FP3,Ying,7(b),7,B2,,,,proving an unseen theorem that goes beyond the use of procedure
A-Level,2016,FP3,Ying,8(a),4,A3,,,,RUOP
A-Level,2016,FP3,Ying,8(b),2,A3,,,,RUOP
A-Level,2016,FP3,Ying,8(c),6,A3,,,,RUOP
A-Level,2017,FP3,Ying,1,5,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2017,FP3,Ying,2(a),5,A3,,,,RUOP
A-Level,2017,FP3,Ying,2(b),4,B2,,,,proving an unseen theorem that goes beyond the use of procedure
A-Level,2017,FP3,Ying,3(a),3,A3,,,,RUOP
A-Level,2017,FP3,Ying,3(b),6,A3,,,,RUOP
A-Level,2017,FP3,Ying,4,9,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2017,FP3,Ying,5(a),3,A3,,,,RUOP
A-Level,2017,FP3,Ying,5(b),4,A3,,,,RUOP
A-Level,2017,FP3,Ying,5(c),4,A3,,,,RUOP
A-Level,2017,FP3,Ying,6(a),2,A3,,,,RUOP
A-Level,2017,FP3,Ying,6(b),4,A3,,,,RUOP
A-Level,2017,FP3,Ying,6(c),6,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2017,FP3,Ying,7(a),6,B2,,,,Choosing and applying appropriate algorithms 
A-Level,2017,FP3,Ying,7(b),4,C1,,,,Recognizing what properties of the question allow assumptions that justify the final resultto hold
A-Level,2017,FP3,Ying,8(a),4,A3,,,,RUOP
A-Level,2017,FP3,Ying,8(b),6,A3,,,,RUOP
ILA,2018,August,Ying,A1,6,A3,,,,
ILA,2018,August,Ying,A2,6,A3,,,,
ILA,2018,August,Ying,A3,6,B1,,,,
ILA,2018,August,Ying,A4,6,B1,,,,
ILA,2018,August,Ying,A5,8,A3,,,,
ILA,2018,August,Ying,A6,8,B2,,,,
ILA,2018,August,Ying,B1(a),3,A3,,,,
ILA,2018,August,Ying,B1(b),3,A3,,,,
ILA,2018,August,Ying,B1(c),4,A3,,,,
ILA,2018,August,Ying,B1(d),4,A3,,,,
ILA,2018,August,Ying,B1(e),6,B1,,,,
ILA,2018,August,Ying,B2(A),8,A3,,,,
ILA,2018,August,Ying,B2(B),2,A2,,,,
ILA,2018,August,Ying,B2(c),4,A3,,,,
ILA,2018,August,Ying,B2(D),6,B2,,,,
ILA,2018,August,Ying,B3(a),6,A3,,,,
ILA,2018,August,Ying,b3(b),1,A2,,,,
ILA,2018,August,Ying,B3(c),4,A3,,,,
ILA,2018,August,Ying,B3(d),4,A3,,,,
ILA,2018,August,Ying,B3(e),5,A3,,,,
ILA,2018,August,Ying,B4(A)(i),5,A3,,,,
ILA,2018,August,Ying,B4(A)(ii),2,B1,,,,
ILA,2018,August,Ying,B4(b),5,A3,,,,
ILA,2018,August,Ying,B4(c),8,C1,,,,
ILA,2017,December,Ying,A1,6,A3,,,,
ILA,2017,December,Ying,A2,6,B2,,,,
ILA,2017,December,Ying,A3,8,B2,,,,
ILA,2017,December,Ying,A4,8,A3,,,,
ILA,2017,December,Ying,A5(A),2,C1,,,,
ILA,2017,December,Ying,A5(B),4,A3,,,,
ILA,2017,December,Ying,A6,6,A3,,,,
ILA,2017,December,Ying,B1(a),5,A3,,,,
ILA,2017,December,Ying,B1(b),5,A3,,,,
ILA,2017,December,Ying,B1(c,5,A3,,,,
ILA,2017,December,Ying,B1(d),5,A3,,,,
ILA,2017,December,Ying,B2(A),1,A3,,,,
ILA,2017,December,Ying,B2(b),4,B1,,,,
ILA,2017,December,Ying,B2(c),6,A3,,,,
ILA,2017,December,Ying,B2(D),4,A3,,,,
ILA,2017,December,Ying,B2(e),5,A3,,,,
ILA,2017,December,Ying,B3(a),8,A3,,,,
ILA,2017,December,Ying,B3(b),1,A3,,,,
ILA,2017,December,Ying,B3(c),3,B1,,,,
ILA,2017,December,Ying,B3(d),2,A3,,,,
ILA,2017,December,Ying,B3(e),6,A3,,,,
ILA,2017,December,Ying,B4(A)(i),4,B2,,,,
ILA,2017,December,Ying,B4(A)(ii),2,C1,,,,
ILA,2017,December,Ying,B4(B)(i),4,B2,,,,
ILA,2017,December,Ying,B4(B)(ii),2,B2,,,,
ILA,2017,December,Ying,b4(B)(iii),4,C2,,,,
ILA,2017,December,Ying,B4(B)(iv),4,C1,,,,
TMUA,2016,Paper 1,ying,1,1,A3,,,,
TMUA,2016,Paper 1,ying,2,1,A3,,,,
TMUA,2016,Paper 1,ying,3,1,B2,,,,
TMUA,2016,Paper 1,ying,4,1,A3,,,,
TMUA,2016,Paper 1,ying,5,1,A3,,,,
TMUA,2016,Paper 1,ying,6,1,B2,,,,
TMUA,2016,Paper 1,ying,7,1,B2,,,,
TMUA,2016,Paper 1,ying,8,1,B2,,,,
TMUA,2016,Paper 1,ying,9,1,B1,,,,
TMUA,2016,Paper 1,ying,10,1,B2,,,,
TMUA,2016,Paper 1,ying,11,1,B1,,,,
TMUA,2016,Paper 1,ying,12,1,B2,,,,
TMUA,2016,Paper 1,ying,13,1,B2,,,,
TMUA,2016,Paper 1,ying,14,1,B2,,,,
TMUA,2016,Paper 1,ying,15,1,B2,,,,
TMUA,2016,Paper 1,ying,16,1,B1,,,,
TMUA,2016,Paper 1,ying,17,1,B1,,,,
TMUA,2016,Paper 1,ying,18,1,B2,,,,
TMUA,2016,Paper 1,ying,19,1,B2,,,,
TMUA,2016,Paper 1,ying,20,1,B2,,,,
TMUA ,2016,Paper 2,ying ,1,1,A3,,,,
TMUA ,2016,Paper 2,ying ,2,1,A3,,,,
TMUA ,2016,Paper 2,ying ,3,1,B2,,,,
TMUA ,2016,Paper 2,ying ,4,1,C1,,,,
TMUA ,2016,Paper 2,ying ,5,1,A3,,,,
TMUA ,2016,Paper 2,ying ,6,1,A3,,,,
TMUA ,2016,Paper 2,ying ,7,1,C1,,,,
TMUA ,2016,Paper 2,ying ,8,1,C1,,,,
TMUA ,2016,Paper 2,ying ,9,1,C1,,,,
TMUA ,2016,Paper 2,ying ,10,1,C2,,,,
TMUA ,2016,Paper 2,ying ,11,1,C1,,,,
TMUA ,2016,Paper 2,ying ,12,1,C2,,,,
TMUA ,2016,Paper 2,ying ,13,1,C1,,,,
TMUA ,2016,Paper 2,ying ,14,1,C1,,,,
TMUA ,2016,Paper 2,ying ,15,1,C1,,,,
TMUA ,2016,Paper 2,ying ,16,1,B2,,,,
TMUA ,2016,Paper 2,ying ,17,1,C1,,,,
TMUA ,2016,Paper 2,ying ,18,1,C1,,,,
TMUA ,2016,Paper 2,ying ,19,1,C1,,,,
TMUA ,2016,Paper 2,ying ,20,1,C1,,,,
TMUA,2018,Paper 1 ,Ying,1,1,A3,,,,
TMUA,2018,Paper 1 ,Ying,2,1,B1,,,,
TMUA,2018,Paper 1,Ying,3,1,B2,,,,
TMUA,2018,Paper 1,Ying,4,1,B2,,,,
TMUA,2018,Paper 1,Ying,5,1,B2,,,,
TMUA,2018,Paper 1,Ying,6,1,B2,,,,
TMUA,2018,Paper 1,Ying,7,1,B2,,,,
TMUA,2018,Paper 1,Ying,8,1,B2,,,,
TMUA,2018,Paper 1,Ying,9,1,C1,,,,
TMUA,2018,Paper 1,Ying,10,1,B2,,,,
TMUA,2018,Paper 1,Ying,11,1,B2,,,,
TMUA,2018,Paper 1,Ying,12,1,B2,,,,
TMUA,2018,Paper 1,Ying,13,1,B2,,,,
TMUA,2018,Paper 1,Ying,14,1,B2,,,,
TMUA,2018,Paper 1,Ying,15,1,B2,,,,
TMUA,2018,Paper 1,Ying,16,1,B1,,,,
TMUA,2018,Paper 1,Ying,17,1,B1,,,,
TMUA,2018,Paper 1,Ying,18,1,B1,,,,
TMUA,2018,Paper 1,Ying,19,1,B1,,,,
TMUA,2018,Paper 1,Ying,20,1,B2,,,,
TMUA,2018,Paper 2,Ying,1,1,A3,,,,
TMUA,2018,Paper 2,Ying,2,1,B1,,,,
TMUA,2018,Paper 2,Ying,3,1,C1,,,,
TMUA,2018,Paper 2,Ying,4,1,B2,,,,
TMUA,2018,Paper 2,Ying,5,1,C2,,,,
TMUA,2018,Paper 2,Ying,6,1,C1,,,,
TMUA,2018,Paper 2,Ying,7,1,B2,,,,
TMUA,2018,Paper 2,Ying,8,1,C1,,,,
TMUA,2018,Paper 2,Ying,9,1,C1,,,,
TMUA,2018,Paper 2,Ying,10,1,C1,,,,
TMUA,2018,Paper 2,Ying,11,1,C2,,,,
TMUA,2018,Paper 2,Ying,12,1,B1,,,,
TMUA,2018,Paper 2,Ying,13,1,C1,,,,
TMUA,2018,Paper 2,Ying,14,1,B2,,,,
TMUA,2018,Paper 2,Ying,15,1,C2,,,,
TMUA,2018,Paper 2,Ying,16,1,C2,,,,
TMUA,2018,Paper 2,Ying,17,1,C1,,,,
TMUA,2018,Paper 2,Ying,18,1,C1,,,,
TMUA,2018,Paper 2,Ying,19,1,C2,,,,
TMUA,2018,Paper 2,Ying,20,1,C1,,,,
SQA AH,2012,,Rachel,1a,3,A3,,,,
SQA AH,2012,,Rachel,1b,4,A3,,,,
SQA AH,2012,,Rachel,2,5,A3,,,,
SQA AH,2012,,Rachel,3a,4,A3,,,,
SQA AH,2012,,Rachel,3b,2,B1,,,,
SQA AH,2012,,Rachel,4,5,A3,,,,
SQA AH,2012,,Rachel,5,5,A3,,,,
SQA AH,2012,,Rachel,6,5,A3,,,,
SQA AH,2012,,Rachel,7a,2,B1,,,,
SQA AH,2012,,Rachel,7b,2,B1,,,,
SQA AH,2012,,Rachel,8,6,A3,,,,
SQA AH,2012,,Rachel,9,4,B2,,,,
SQA AH,2012,,Rachel,10,3,A3,,,,
SQA AH,2012,,Rachel,11a,1,A1,,,,
SQA AH,2012,,Rachel,11b,4,A3,,,,
SQA AH,2012,,Rachel,12,5,B2,,,,
SQA AH,2012,,Rachel,13,10,A3,,,,
SQA AH,2012,,Rachel,14a,5,A3,,,,
SQA AH,2012,,Rachel,14b,1,A2,,,,
SQA AH,2012,,Rachel,14ci,2,A3,,,,
SQA AH,2012,,Rachel,14cii,1,C1,,,,
SQA AH,2012,,Rachel,15a,4,A3,,,,
SQA AH,2012,,Rachel,15b,7,A3,,,,
SQA AH,2012,,Rachel,16a,6,C1,,,,
SQA AH,2012,,Rachel,16b,4,B1,,,,
SQA AH,2019,,Rachel,1a,2,A3,,,,
SQA AH,2019,,Rachel,1b,3,A3,,,,
SQA AH,2019,,Rachel,1c,3,A3,,,,
SQA AH,2019,,Rachel,2a,3,A3,,,,
SQA AH,2019,,Rachel,2b,2,A3,,,,
SQA AH,2019,,Rachel,2c,1,A2,,,,
SQA AH,2019,,Rachel,3a,1,B1,,,,
SQA AH,2019,,Rachel,3b,1,B1,,,,
SQA AH,2019,,Rachel,4a,1,A3,,,,
SQA AH,2019,,Rachel,4b,3,A3,,,,
SQA AH,2019,,Rachel,5a,2,A3,,,,
SQA AH,2019,,Rachel,5b,2,A3,,,,
SQA AH,2019,,Rachel,6,3,A3,,,,
SQA AH,2019,,Rachel,7a,1,A3,,,,
SQA AH,2019,,Rachel,7b,2,A3,,,,
SQA AH,2019,,Rachel,8,5,A3,,,,
SQA AH,2019,,Rachel,9a,3,A3,,,,
SQA AH,2019,,Rachel,9b,2,A3,,,,
SQA AH,2019,,Rachel,10a,3,A3,,,,
SQA AH,2019,,Rachel,10b,2,A3,,,,
SQA AH,2019,,Rachel,11a,1,C2,,,,
SQA AH,2019,,Rachel,11b(i),1,A3,,,,
SQA AH,2019,,Rachel,11b(ii),3,C1,,,,
SQA AH,2019,,Rachel,12,3,A3,,,,
SQA AH,2019,,Rachel,13,5,A3,,,,
SQA AH,2019,,Rachel,14,5,C1,,,,
SQA AH,2019,,Rachel,15a,2,A3,,,,
SQA AH,2019,,Rachel,15b,3,A3,,,,
SQA AH,2019,,Rachel,15c,4,A3,,,,
SQA AH,2019,,Rachel,16a,5,A3,,,,
SQA AH,2019,,Rachel,16b,3,A3,,,,
SQA AH,2019,,Rachel,17a,2,A3,,,,
SQA AH,2019,,Rachel,17b(i),1,A2,,,,
SQA AH,2019,,Rachel,17b(ii),2,A3,,,,
SQA AH,2019,,Rachel,17c(i),2,B2,,,,
SQA AH,2019,,Rachel,17c(ii),2,A3,,,,
SQA AH,2019,,Rachel,17c(iii),1,A2,,,,
SQA AH,2019,,Rachel,18a(i),1,B1,,,,
SQA AH,2019,,Rachel,18a(ii),3,A3,,,,
SQA AH,2019,,Rachel,18b(i),4,A3,,,,
SQA AH,2019,,Rachel,18b(ii),2,A3,,,,
